Country,Bachelor Program,Year,Semester,Subject,Unit Name,Topic,Subtopic,Learning Outcome
,,3,Not Specified,Final Language / Electives,Advanced Practice and Specialisation,Advanced Specialization,"Advanced Finnish, Swedish, or English for legal practice; Add-on elective (e.g., comparative law, tax, tech law)",Demonstrate fluency in legal language; Integrate elective knowledge with core studies
,,Electives,Not Specified,Principles of International Law,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,International Environmental Law,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,International Human Rights Law,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,Law of the Sea,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,Law of Treaties,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,International Economic Law,Specialization Options,International Law Minor,Not Specified,Not Specified
,,Electives,Not Specified,Public Law Electives,Specialization Options,Module-based Electives,Constitutional Law; EU Law; Administrative Law; International Law,Not Specified
,,Electives,Not Specified,Private Law Electives,Specialization Options,Module-based Electives,Contract Law; Property Law; Family & Inheritance Law,Not Specified
,,Electives,Not Specified,Crime and Procedure Electives,Specialization Options,Module-based Electives,Criminal Law; Procedural Law; Environmental Law,Not Specified
,,Electives,Not Specified,Economy and Law Electives,Specialization Options,Module-based Electives,Company Law; Securities Markets; Accounting; Tax,Not Specified
,,Electives,Not Specified,Jurisprudence Electives,Specialization Options,Module-based Electives,Legal History; Philosophy; Societal Context of Law,Not Specified
,Legal Studies,1,Core_Social_Science_Studies,Social Sciences,Scientific Thinking in Social Sciences,Theory formation; disciplines integration,Theory-empiricism link; comparative frameworks,Explain core social theories; apply academic reasoning
,,1,Core_Social_Science_Studies,Social Sciences,Methods ,Introductory quantitative and qualitative methods,Basic stats; interviews; ethics,Use basic research tools; follow ethical guidelines
,,1,Core_Social_Science_Studies,Social Sciences,Academic Skills & Communication,Academic writing; source use,Argumentation; referencing; literature review,Write coherent academic texts; critique sources
,,1,Foundations_of_Legal_Studies,Legal Studies,Introduction to Public Law,"Constitutional, administrative, social law",State institutions; welfare regulation; legal sources,Describe public law structure; locate primary legal materials
,,1,Foundations_of_Legal_Studies,Legal Studies,The Finnish Legal System,Judicial structure; legal procedures,"Courts, appeals, legal reasoning; fundamental rights; contract law",Navigate Finnish courts; explain legal reasoning; apply fundamental rights
,,1,Social_Science_Law_Context,Legal Studies,Law in Social Context,Law's societal role; regulatory systems,Welfare law; healthcare law; housing rights,Analyze how law shapes social/health systems; critique law's social norms
,,1,Language_or_Elective,Language/Elective,Language & Communication or Third Foundation,Academic/legal communication or broader disciplinary knowledge,Not Specified,Effective communication in Finnish/Swedish or support legal studies with interdisciplinary knowledge
,,2,Advanced_Legal_Studies,Legal Studies,Administrative and Constitutional Law,Public administration legal frameworks,"Decision-making, judicial review, constitutional rights",Analyze admin decisions; relate constitutional norms to real cases
,,2,Advanced_Legal_Studies,Legal Studies,Social & Health Care Law,Legal regulation of welfare systems,"Eligibility, regulation of services, citizen rights",Identify legal principles of social welfare; assess regulations
,,2,Interdisciplinary_Professional_Orientation,Legal Studies,Interdisciplinary Legal Practice,Mixed-methods in legal/social research,Not Specified,Integrate social science methods into legal analysis
,,2,Interdisciplinary_Professional_Orientation,Legal Studies,Law Career Preparation,Legal internships; career paths,Not Specified,Prepare applications; reflect on legal profession
,,2,Electives_in_Law_Society,Legal Studies,Principles of International Law,Foundations of public international law,State sovereignty; treaty-making; legal personality; dispute resolution,Identify core legal constructs of international law; analyze issues of treaties and jurisdiction
,,2,Electives_in_Law_Society,Legal Studies,International Environmental Law,Global environmental governance,Climate treaties; biodiversity conventions; enforcement mechanisms,Explain key environmental legal instruments; assess treaty effectiveness and compliance
,,2,Electives_in_Law_Society,Legal Studies,International Human Rights Law,Core human rights commitments,"ECHR/UDHR; civil, political, economic rights; enforcement at international/national levels",Apply human rights principles to real-case scenarios; critique mechanisms and protection systems
,,2,Electives_in_Law_Society,Legal Studies,Finnish Contract Law,"Formation, performance, breach","Types of contracts, remedies, consumer protection",Apply contractual rules to practical and social cases; evaluate consumer-rights implications
,,2,Electives_in_Law_Society,Legal Studies,Public Procurement Law,EU and Finnish public procurement rules,"Tendering processes, contract award criteria, challenge procedures",Navigate procurement regulations; analyze compliance issues in public contracts
,,2,General_Electives,Legal Studies/Social Sciences,Law Tech,Statistics,Digital Governance,Broaden legal knowledge; add methods and societal context
,,3,Advanced_Legal_Studies,Legal Studies,Advanced Administrative Law & EU Public Law,"EU governance, cross-border public rights",Not Specified,Analyze supra-national legal frameworks; compare EU and Finnish administration
,,3,Advanced_Legal_Studies,Legal Studies,"Specialized Law Topic (e.g.Housing Rights, Welfare Law Variation)","Rights praxis, municipal law",Not Specified,Conduct detailed legal analysis; critique system structures
,,3,Interdisciplinary_Project,Legal Studies,Interdisciplinary Project in Law,Mixed-method research; real-world collaborative projects,Not Specified,Integrate legal/social methods; deliver applied outputs
,,3,Thesis_Components,Legal Studies,Thesis Seminar,"Research framing, legal methodology, ethical issues",Not Specified,Design thesis plan; draft chapters; peer review
,,3,Thesis_Components,Legal Studies,Bachelor's Thesis,Original legal research in public law,Not Specified,Conduct independent legal analysis; academically defend findings
,,3,Final_Electives_Minor,Legal Studies,International Law Courses (e.g.Human Rights),Not Specified,Not Specified,Deepen evaluation of international legal systems; relate to domestic/public policy
,,3,Final_Electives_Minor,Legal Studies,Legal Tech / AI & Law,Digital transformation in law,"Legal databases, automation, AI & regulatory compliance",Evaluate legal-tech tools and ethical implications; assess regulatory contexts
,,3,Final_Electives_Minor,Legal Studies,Welfare Law / Municipal Law,Social policy legal frameworks,"Local government law, housing, welfare services",Critically assess law's role in shaping welfare and municipal structures
,,3,Final_Electives_Minor,Cross-Faculty Minors,"Nordic Studies, Political Communication, Sociology, etc.","Comparative social/legal systems, media-policy dynamics, etc.",Not Specified,Integrate legal thought with societal/political frameworks; support thesis with interdisciplinary perspectives
,Mathematical Science,1,Not Specified,Core Studies in Mathematics & Programming,Foundation & Track Choice,Fundamental Mathematics,"University-level calculus (differential & integral); Linear algebra fundamentals; Introductory discrete math; Programming skills (e.g., Python basics)",Solve calculus and linear algebra problems analytically; Write basic programs and implement algorithms; Develop structured mathematical thinking; Ability to describe and analyze simple discrete structures
,,1,Not Specified,Track Introduction – Mathematics & Statistics,Foundation & Track Choice,Advanced Fundamentals,Analysis (real or Fourier); Algebra; Differential geometry / Complex analysis,Formulate and prove theorems in analysis and algebra; Apply methods from complex analysis or differential geometry; Understand foundational mathematical structures
,,1,Not Specified,Calculus I-III,Foundation & Track Choice,Advanced Calculus,"Limits and differentiation (ε–δ proofs); Integral calculus and Fundamental Theorem of Calculus; Advanced analysis: completeness, supremum/infimum; Point-wise and uniform convergence",Master rigorous proof techniques in real analysis; Apply epsilon-delta reasoning to limits and continuity; Understand series convergence and function analysis
,,1,Not Specified,Elements of Set Theory I-II,Foundation & Track Choice,Foundational Mathematics,"Basic set operations, relations, functions; Ordinals, cardinals, arithmetic on cardinal/ordinal numbers; ZF axioms",Understand and use axioms and standard constructions in set theory; Grasp ordinal and cardinal arithmetic; Apply foundational set-theoretic reasoning
,,2,Not Specified,Intermediate Core Courses,Intermediate Studies,Advanced Mathematics,Analysis II; Algebra II; Probability theory and statistical inference; Advanced programming/numerical methods,Create rigorous proofs in higher-level analysis and algebra; Model and infer statistically from data; Implement numerical algorithms competently
,,2,Not Specified,Linear Algebra and Matrix Computations II,Intermediate Studies,Mathematics Electives,"Advanced matrix decompositions; Eigenvalues, numerical linear algebra; SVD, LU/QR factorizations",Solve systems and eigenproblems; Apply decompositions in computational settings
,,2,Not Specified,Statistics and R I,Intermediate Studies,Statistics & Probability Electives,Data visualization; Descriptive statistics; Hypothesis testing; Introduction to statistical programming in R,Perform statistical analysis; Write R scripts for data tasks
,,3,Not Specified,Advanced Subject & Seminar Work,Advanced & Independent Learning,Specialized Mathematics,"Advanced analysis, algebra, topology, or statistics; Research-level problems",Conduct independent exploration of advanced topics; Present and solve research-level problems
,,3,Not Specified,Bachelor's Thesis + Maturity Test,Advanced & Independent Learning,Research Project,Independent research project; Literature review and write-up,Design and carry out a mathematical investigation; Communicate findings clearly in writing; Demonstrate academic maturity and depth of understanding
,,3,Not Specified,Bayesian Data Analysis,Advanced & Independent Learning,Advanced Statistics,"Bayesian modeling; Priors, posterior inference; MCMC computation",Perform Bayesian inference; Implement with R/Stan; Interpret results
,,1,Not Specified,Foundation Courses,Basic Mathematics & Programming,Core Mathematics,"Calculus: Limits, differentiation, integrals; Linear Algebra: Matrices, vectors, systems; Discrete Math: Sets, logic, combinatorics; Programming: Basics of Python/R",Master fundamental calculus and algebraic techniques; Use rigorous mathematical reasoning; Develop basic discrete-mathematical thinking; Implement simple algorithms/programs
,,2,Not Specified,Probability and Probability Calculus,Core Statistical Studies,Probability Theory,"Random variables, distributions; Expectation/variance; Multivariate distributions; Limit theorems",Analyze and model discrete and continuous random phenomena; Apply rigorous probability theory
,,3,Not Specified,Advanced Statistical Electives,Advanced Statistics & Thesis,Specialized Statistics,Generalized Linear Models II; Stochastic Processes; Time Series Analysis; Causal Inference,Advance practical and theoretical mastery in specialized statistical fields; Critically evaluate and build complex models for real data
,,1,Not Specified,Introduction to Econometrics,Common Foundation + Intro to Econometrics,Basic Econometrics,"Linear regression, OLS; Hypothesis testing; Diagnostic checking",Estimate and interpret simple regression models; Apply OLS assumptions and evaluate model validity
,,2,Not Specified,Advanced Econometrics 1,Core Econometrics & Economics,Econometric Modeling,Advanced linear regression; Instrumental variables; Generalized Method of Moments (GMM),Master robust estimation techniques and regression diagnostics; Apply IV and GMM to address endogeneity
,,3,Not Specified,Advanced Econometrics 2,Advanced Econometrics & Thesis,Advanced Modeling,Maximum Likelihood Estimation (MLE); Asymptotic theory,Use MLE for parameter estimation and hypothesis testing
,Philosophy,1,Not Specified,Logic,Foundations,Formal Reasoning,"Propositional vs predicate logic, Formal derivations, truth tables, Symbolization, basic proof strategies","Symbolically translate natural language claims, Construct and evaluate formal proofs, Analyze validity and soundness of arguments"
,,1,Not Specified,Epistemology,Foundations,Theory of Knowledge,"Theories of knowledge: foundationalism, coherentism, Belief, truth, justification, Skepticism and contemporary debates","Compare epistemological positions, Critically assess theories of knowledge, Apply epistemic standards in philosophical discussion"
,,1,Not Specified,Introduction to Philosophy,Foundations,Philosophical Foundations,"Major branches (ethics, metaphysics, etc.), Argument analysis, Critical thinking and philosophical writing","Identify core philosophical questions, Craft structured philosophical essays, Engage in critical discussion"
,,1,Not Specified,Ethics,Foundations,Moral Philosophy,"Moral theories: consequentialism, deontology, virtue ethics, Applied problems: rights, duties, Contemporary issues: AI ethics","Explain ethical theories clearly, Apply theories to real-world cases, Evaluate moral arguments rigorously"
,,1,Not Specified,Social & Political Philosophy,Foundations,Political Theory,"Justice, liberty, rights, State and society, Democracy, power, welfare","Interpret seminal political philosophers, Analyze social-political arguments, Connect abstract theory to social issues"
,,1,Not Specified,Aesthetics,Foundations,Philosophy of Art,"Nature of art and beauty, Cultural critique, Aesthetic value and interpretation","Define core aesthetic concepts, Critique aesthetic arguments, Apply aesthetic reasoning to cultural contexts"
,,1,Not Specified,Communication & Academic Skills,Foundations,Academic Development,"Academic literacy, Multilingual communication, Research communication, writing conventions","Write academic texts in Finnish/English, Present research findings effectively, Conduct basic literature searches"
,,2,Not Specified,History of Philosophy,Intermediate Studies,Philosophical Traditions,"Ancient, medieval, early modern, modern philosophy, Plato, Aristotle, Descartes, Kant, etc.","Trace the evolution of philosophical ideas, Situate theories historically, Engage in historical-critical analysis"
,,2,Not Specified,Metaphysics,Intermediate Studies,Fundamental Reality,"Ontology: existence, identity, causality, Mind-body, free will, time","Articulate central metaphysical issues, Evaluate metaphysical arguments, Develop your own metaphysical position"
,,2,Not Specified,Ethics II – Meta-Ethics & Normative Ethics,Intermediate Studies,Advanced Ethics,"Goodness, moral language, Moral realism vs anti-realism, Normative ethical theory","Differentiate ethical meta-theories, Analyze normative claims, Defend an ethical standpoint"
,,2,Not Specified,Social/Political Philosophy II,Intermediate Studies,Advanced Political Theory,"Advanced justice, equality, rights","Critically analyze institutional theories, Apply political theory in empirical contexts"
,,2,Not Specified,Methodology,Intermediate Studies,Philosophical Methods,"How to Do Philosophy seminar, Rhetoric & Political Concepts, Quantitative/Qualitative research methods","Present philosophical content fluently, Use argumentation tools, Conduct basic empirical analysis"
,,3,Not Specified,Bachelor's Seminar & Thesis,Advanced & Thesis,Research Project,"Research design, literature review, Thesis structure and writing, Defending your thesis orally","Formulate and defend a philosophical thesis, Integrate analytical and academic skills, Present and discuss your findings"
,,3,Not Specified,Advanced Thematic/Methodological Electives,Advanced & Thesis,Specialization,"Philosophy of science, mind, language, Feminist, data, AI ethics, environmental philosophy, Master-level seminars","Master a specialized philosophical domain, Conduct independent critical analysis, Connect theory with contemporary challenges"
,,Electives,Not Specified,Environmental Ethics,Specialization Options,Practical Philosophy & Ethics,"Anthropocentrism vs ecocentrism, Value of biodiversity, Sustainability ethics, Indigenous perspectives","Analyze ethical frameworks regarding the environment, Apply them to policy and case studies, Communicate environmental moral claims effectively"
,,Electives,Not Specified,Philosophy of Artificial Intelligence,Specialization Options,Practical Philosophy & Ethics,"AI and personhood, Machine consciousness, Ethics of autonomous systems, Epistemological limits of AI","Evaluate philosophical debates about AI, Reason ethically about AI applications"
,,Electives,Not Specified,Philosophy of Food,Specialization Options,Applied Philosophy,"Sustainability, Ethical consumption, Food justice, Nature-human relations","Critique food production and consumption norms, Integrate ethical perspectives in analyzing food systems"
,,Electives,Not Specified,Modern Political Concepts / Theories of Democracy,Specialization Options,Social & Political Philosophy,"Liberty, rights, equality, Deliberative democracy, Citizenship, Global justice","Analyze and critique foundational political theories, Connect them to contemporary institutional debates"
,,Electives,Not Specified,Philosophy of Science,Specialization Options,Analytical/Theoretical Philosophy,"Scientific method, Theory-observation distinction, Realism vs anti-realism","Compare conceptions of science, Engage with issues like confirmation, theory-ladenness, reductionism"
,Physical Sciences,1,Not Specified,University-level Mathematics,Foundation,Mathematical Foundations,"Calculus (I–II), Linear Algebra (I–II)","Solve mathematical problems in physical contexts, Apply calculus and linear algebra to physics problems"
,,1,Not Specified,Basic Programming & Computer Science,Foundation,Computational Skills,"Introductory programming (e.g., Python), Basic computing methods","Write basic programs for scientific computing, Implement computational methods in physics"
,,1,Not Specified,Basics of Physics,Foundation,Introductory Physics,"Classical mechanics, Electromagnetism, Wave mechanics","Understand fundamental physics concepts, Apply basic physics principles to simple systems"
,,1,Not Specified,Transferable Skills Courses,Foundation,Academic Development,"Academic writing, Group work methodologies, Scientific ethics","Produce coherent scientific reports, Collaborate effectively in research teams, Understand ethical considerations in physics"
,,2,Not Specified,Thermophysics / Thermal Physics,Core Physics Studies,Thermodynamics,"Basic laws of thermodynamics, Heat, Gas laws","Apply thermodynamic principles to physical systems, Analyze heat transfer phenomena"
,,2,Not Specified,Experimental Physics Methods,Core Physics Studies,Laboratory Techniques,"Laboratory measurement techniques, Data analysis","Conduct physics experiments competently, Analyze and interpret experimental data"
,,2,Not Specified,Structure of Matter,Core Physics Studies,Atomic Physics,"Atomic structure, Molecular structure, Nuclear structure","Describe the structure of matter at different scales, Understand atomic and molecular interactions"
,,2,Not Specified,Intermediate Mathematics/Computation,Core Physics Studies,Advanced Mathematical Methods,"ODEs, PDEs, Numerical methods","Solve differential equations relevant to physics, Implement numerical solutions to physics problems"
,,3,Not Specified,Quantum Mechanics II,Advanced Studies & Thesis,Advanced Quantum Physics,"Angular momentum, Spin, Perturbation theory, Identical particles","Solve advanced quantum mechanical problems, Apply approximation methods in quantum systems"
,,3,Not Specified,Statistical Mechanics,Advanced Studies & Thesis,Statistical Physics,"Ensembles, Partition functions, Boltzmann statistics","Model thermodynamic systems statistically, Apply statistical methods to physical phenomena"
,,3,Not Specified,Bachelor's Thesis & Seminar,Advanced Studies & Thesis,Research Project,"Independent research, Literature synthesis, Thesis defense","Conduct independent physics research, Present and defend scientific findings"
,,Electives,Not Specified,Computational Physics,Specialization Options,Numerical Methods,"Numerical methods (Euler, Runge–Kutta), Monte Carlo simulations, Error analysis","Develop physics simulation scripts, Conduct numerical experiments"
,,Electives,Not Specified,Astrophysics / Cosmology,Specialization Options,Astronomical Physics,"Stellar structure & evolution, Galactic dynamics, Cosmology, Observational methods","Model stellar lifecycles, Perform basic astronomical observations"
,,Electives,Not Specified,Condensed Matter & Solid-State Physics,Specialization Options,Materials Physics,"Crystal structure, Band theory, Semiconductors, Magnetism","Explain solid-state properties, Interpret semiconductor behavior and magnetic effects"
,Political_Science_Administration,1,Not Specified,Introduction_to_Political_Science_Scientific_Thinking,Foundations of Political Science,"Theory of the state, political institutions, key concepts","Democracy, legitimacy, governance, public sector ethos",Grasp essential political structures; analyze basic governance models; apply academic reasoning
,,1,Not Specified,Introduction_to_Political_Science_Scientific_Thinking,Theory & Methods in Social Sciences,Qualitative and quantitative research introduction,"Surveys, case study design, basic statistics, ethical research conduct",Execute standard methods; analyze basic empirical data; recognize ethical dimensions in research
,,1,Not Specified,Introduction_to_Political_Science_Scientific_Thinking,Academic Skills & Argumentation,"Academic writing, debate, literature review",Structuring arguments; source synthesis; referencing standards,Produce coherent academic texts; engage critically with sources; articulate arguments effectively
,,1,Not Specified,Political_Science_Core_Track,Introduction to Comparative Politics,National vs global political systems,Not specified,Distinguish national vs global political systems; apply comparative analysis
,,1,Not Specified,Political_Science_Core_Track,Introduction to International Relations (World Politics),"Institutions like EU, UN within broader political context",Not specified,"Understand institutions like EU, UN within broader political context"
,,1,Not Specified,Political_Science_Core_Track,Political History or Ideologies,Not specified,Not specified,Not specified
,,1,Not Specified,Disciplinary_Elective_or_Language,Language & Communication (advanced Finnish/Swedish/English),Academic fluency in political discourse,Not specified,Academic fluency in political discourse
,,1,Not Specified,Disciplinary_Elective_or_Language,A third foundational discipline (e.g.Political Theory),Not specified,Not specified,Not specified
,,1,Not Specified,General_Electives,Not specified,Not specified,Not specified,Not specified
,,2,Not Specified,Intermediate_Core_Political_Science,Governance & Public Administration,Democratic forms & policy-making tools,Not specified,Analyze democratic forms & policy-making tools
,,2,Not Specified,Intermediate_Core_Political_Science,Comparative or European Politics,Empirical evidence in political argument,Not specified,Use empirical evidence in political argument
,,2,Not Specified,Intermediate_Core_Political_Science,Political Philosophy,Theoretical frameworks to case studies,Not specified,Apply theoretical frameworks to case studies
,,2,Not Specified,Methods_Interdisciplinary_Orientation,Seminar-based studies in political methods: policymaking analysis and interdisciplinary techniques,Not specified,Not specified,Integration of mixed-method approaches; practical policy evaluation
,,2,Not Specified,Work_Life_Orientation,"Public sector careers, job market literacy, Nordic work culture",Not specified,Not specified,Build CV; understand professional norms
,,2,Not Specified,Electives_Minor_Start,Global Environmental Politics,Not specified,Not specified,Deepen policy knowledge; apply comparative lens
,,2,Not Specified,Electives_Minor_Start,Finnish Foreign Policy,Not specified,Not specified,Deepen policy knowledge; apply comparative lens
,,2,Not Specified,Electives_Minor_Start,Political Participation,Not specified,Not specified,Deepen policy knowledge; apply comparative lens
,,2,Not Specified,Electives_Minor_Start,Ethnicity & Diversity,Not specified,Not specified,Deepen policy knowledge; apply comparative lens
,,3,Not Specified,Advanced_Core_Specialization,"Global Governance, EU Public Law, Political Communication, Digital Politics, Diplomacy & Security",Contemporary political phenomena,Not specified,Analyze contemporary political phenomena; synthesize theory & practice
,,3,Not Specified,Interdisciplinary_Policy_Project,Collaborative research and policy analysis simulations,Not specified,Not specified,Apply cross-disciplinary lenses; produce policy-oriented deliverables
,,3,Not Specified,Thesis_Seminar,"Support with topic framing, methodology, and peer review writing",Not specified,Not specified,Design and draft thesis proposals
,,3,Not Specified,Bachelors_Thesis,Independent research project with thesis defense,Not specified,Not specified,Demonstrate rigorous academic research and analysis
,,3,Not Specified,Final_Electives_Minor_Completion,"Continue or complete a minor (e.g.Public Administration, Global Studies, Data Policy)",Not specified,Not specified,Integrate broader academic fields into your capstone work
,,Not specified,Not Specified,Electives_Throughout_the_Track,Global Environmental Politics,Not specified,Not specified,Broadening policy understanding at national/international levels; developing comparative analytical skills; engaging with empirical and theoretical political science research
,,Not specified,Not Specified,Electives_Throughout_the_Track,Ethnicity and Diversity,Not specified,Not specified,Broadening policy understanding at national/international levels; developing comparative analytical skills; engaging with empirical and theoretical political science research
,,Not specified,Not Specified,Electives_Throughout_the_Track,Finnish Foreign Policy,Not specified,Not specified,Broadening policy understanding at national/international levels; developing comparative analytical skills; engaging with empirical and theoretical political science research
,,Not specified,Not Specified,Electives_Throughout_the_Track,Political Participation & Democracy,Not specified,Not specified,Broadening policy understanding at national/international levels; developing comparative analytical skills; engaging with empirical and theoretical political science research
,,Not specified,Not Specified,Electives_Throughout_the_Track,Finnish Political Culture and System,Not specified,Not specified,Broadening policy understanding at national/international levels; developing comparative analytical skills; engaging with empirical and theoretical political science research
,,2,Not Specified,Electives,Ecological Modernisation and Rural Development,Sustainable change in rural environments,"Green economy, sustainable agriculture, rural governance",Analyze sustainability trends in rural settings; evaluate policy tools for ecological transformation
,,2,Not Specified,Electives,Global Environmental Politics,International governance of environmental issues,"Climate treaties, biodiversity, transnational actors",Describe international environmental frameworks; critically assess policy effectiveness and stakeholder roles
,,2,Not Specified,Electives,Finnish Foreign Policy,Finland's international relations,"EU integration, diplomacy, security alliances",Understand Finland's foreign policy system; analyze contemporary foreign policy decisions
,,2,Not Specified,Electives,Finnish Political Culture and System,Foundations of Finnish governance,"Party politics, electoral behavior, civic participation",Explain key elements of Finland's political culture; analyze institutional and electoral processes
,,2,Not Specified,Electives,Finnish Media and Communication System,Media regulation and public discourse,"Press freedom, public broadcasting, media governance",Analyze Finland's media landscape; understand media's role in political communication
,,2,Not Specified,Electives,"Immigration, Pluralism and the Politics of Integration in Europe",European integration policies,"Migration, multicultural frameworks, citizenship",Compare models of European integration; evaluate socio-political consequences of pluralism
,,2,Not Specified,Electives,Minorities and Majorities,Group relations and social power,"Identity, stratification, intergroup dynamics",Explain the dynamics of majority-minority interplay; critically assess inclusion and structural inequality
,,3,Not Specified,Electives_Minor,Studying African Development History,"Post-colonialism, development policies",Not specified,Apply comparative frameworks to historical development issues
,,3,Not Specified,Electives_Minor,Religion and Society – 1000 s of Christianity,Religious institutions and societal transformation,Not specified,Analyze religion’s historical societal influence
,,3,Not Specified,Electives_Minor,Tourism and the Consuming Countryside,Rural tourism’s societal impacts,Not specified,Critically evaluate the sociological implications of tourism
,,3,Not Specified,Electives_Minor,Minor in Nordic Studies,"Nordic cooperation, welfare and history",Not specified,Not specified
,,3,Not Specified,Electives_Minor,Minor in Russian,Eastern European & Eurasian Studies,Politicized media and Eastern Europe politics,Not specified
,,3,Not Specified,Electives_Minor,Minor in Consumption in Society,"Consumer Behaviour, Co-creation, Consumption Politics, Digital Marketing",Not specified,Understand consumer dynamics & policy interactions
,,3,Not Specified,Electives_Minor,Minor in Finnish Education,"Educational fundamentals, equity, curriculum, pedagogical research",Not specified,Grasp policy and equity in education
,Politics Media and Communication,1,Foundations,Political Science,Introduction to Political Science,Foundations of Politics,"Democracy, Political institutions, Political culture, Forms of government, Citizen participation, Finnish political system","Understand basic political concepts, Identify key actors and mechanisms in democratic governance"
,,1,Foundations,Media and Communication Studies,Introduction to Media & Communication,Media and society,"Public sphere, Journalism, Media systems, History of media, Roles in democracy, Freedom of speech, Regulatory frameworks","Analyze the role of media in political discourse, Trace the development of media policy"
,,1,Foundations,Research Methods,Academic Research Methods I,Qualitative & quantitative approaches,"Survey techniques, Interviewing, Basic statistical tools","Design simple research instruments, Conduct basic data collection and analysis"
,,1,Foundations,Language and Communication,Academic Language & Communication,English (or Finnish/Swedish) academic writing & presentation,"Essay structure, Academic vocabulary, Seminar presentation skills","Produce coherent academic texts, Deliver structured oral presentations"
,,1,Foundations,Language,Spanish Oral and Written Communication,Developing proficiency in spoken and written Spanish,"Academic vocabulary, Conversational fluency, Writing structured texts","Communicate ideas in Spanish at academic/social levels, Write coherent essays and reports"
,,1,Foundations,Communication,Introduction to Interpersonal Communication Skills,Foundations of effective personal communication,"Active listening, Feedback, Conflict resolution","Apply interpersonal techniques in group settings, Understand communication barriers"
,,2,Intermediate Studies,Political Science,Political Communication,Media's influence on politics,"Campaign strategies, Opinion-making, Crisis framing",Critically evaluate communication strategies and their impact
,,2,Intermediate Studies,Political Science,Comparative Politics / International Relations,Political systems and international frameworks,"Policy-making processes, EU, Global governance","Compare national systems, Understand international political institutions"
,,2,Intermediate Studies,Media and Communication Studies,Media Theory and Analysis,"Media ethics, content analysis","Crisis communication, Digital media platforms, Media-policy relations","Analyze media texts, Evaluate policy implications"
,,2,Intermediate Studies,Research Methods,Intermediate Methods,Data analysis and sampling,"Statistical packages, Thematic coding, Research design","Conduct more structured empirical work, Interpret methodologically complex data"
,,2,Intermediate Studies,Journalism,Journalism Practicum,Intro to journalism in media & politics,"News writing, Interviewing, Editorial ethics","Produce basic news content, Apply journalistic ethics"
,,2,Intermediate Studies,Organisational Communication,Organisational Communication,Communication within organisations,"Internal messaging, PR strategies, Stakeholder communication","Design communication strategies, Analyze corporate narratives"
,,3,Advanced Integration,Specialized Seminars,Political Media Campaigns,Deep-dive thematic areas,"Social media algorithms, Populism, Misinformation, Stakeholder communication","Engage critically with advanced themes, Design seminar-based research"
,,3,Advanced Integration,Research Methods,Advanced Research Methods,In-depth methodology,"Narrative analysis, Ethnographic field studies, Regression models",Independently conduct sophisticated research using suitable methods
,,3,Advanced Integration,Bachelor's Thesis,Bachelor's Thesis Seminar,"Thesis planning, peer review and academic writing",Not Specified,"Build a structured thesis framework, Refine argumentation and presentation"
,,3,Advanced Integration,Bachelor's Thesis,Bachelor's Thesis,Student-selected subject,Not Specified,"Execute rigorous, self-directed research, Produce and defend an academic thesis"
,,3,Advanced Integration,Internship,Internship / Practicum,Real-world experience in media/politics,"Placement in NGOs, Political offices, Media organisations","Apply academic knowledge in professional settings, Reflect on career perspectives"
,,3,Advanced Integration,Capstone Project,Capstone Team Project,Team-based communication or policy project,"Project management, Collaborative research, Applied analysis","Execute multidisciplinary projects, Present professional outcomes"
,Psychology,1,Foundations,Core Modules,Introduction to Psychology,"Cognitive & perception psychology, developmental stages, social behavior, personality","Sensory processes, Memory systems, Cognitive development, Basics of social perception","Grasp key psychological theories, Describe human behavior across lifespan, Critically evaluate studies"
,,1,Foundations,Core Modules,Research Methods & Statistics I,"Introductory stats, SPSS software","Descriptive/inferential stats, Hypothesis testing, Data handling","Conduct basic statistical analysis, Design surveys/experiments, Interpret outcomes"
,,1,Foundations,Core Modules,Clinical & Interview Skills I,Beginning clinical psychology practice,"Empathy, Ethics in interviews, Rapport building, Observation","Conduct structured interviews, Demonstrate core listening and ethical skills"
,,1,Foundations,Core Modules,Academic Communication & IT,Academic Finnish/English writing & oral communication,"Essay writing, Presentations, Digital tools for collaboration","Communicate clearly in academic contexts, Use IT platforms for learning"
,,1,Foundations,Electives,Tilastotieteeseen johdatus (Introduction to Statistics),"Basic descriptive/inferential statistics, central tendency, variability","SPSS training, Hypothesis testing","Summarise data, Perform and interpret foundational analyses"
,,1,Foundations,Electives,SPSS-kurssi,"Data entry, cleaning, visualization, basic analysis in SPSS","Frequency tables, Graphs, t-tests","Handle psychological datasets in SPSS, Produce summary statistics"
,,1,Foundations,Electives,Tieteen teoria (Theory of Science),Foundations of scientific inquiry; philosophy of science,"Hypothesis generation, Research paradigms, Scientific argumentation","Understand scientific methods, Analyze research assumptions"
